Timestamp,Occupancy,Capacity,QueueLength,TrafficConditionNearby,IsSpecialDay,VehicleType,Latitude,Longitude
2016-11-21 09:04:26,39,577,1,low,0,cycle,28.5,77.15
2016-11-21 09:31:26,54,577,2,low,0,car,28.5,77.15
2016-11-21 10:04:29,78,577,3,low,0,car,28.5,77.15
2016-11-21 10:31:26,92,577,4,average,0,car,28.5,77.15
2016-11-21 11:04:29,99,577,5,average,0,cycle,28.5,77.15
2016-11-21 11:30:28,115,577,6,average,0,cycle,28.5,77.15
2016-11-21 11:57:30,122,577,6,average,0,car,28.5,77.15
2016-11-21 12:31:29,136,577,9,high,0,bike,28.5,77.15
2016-11-21 12:57:27,146,577,10,high,0,bike,28.5,77.15
2016-11-21 13:31:30,147,577,8,high,0,bike,28.5,77.15
2016-11-21 14:04:30,138,577,4,average,0,car,28.5,77.15
2016-11-21 14:31:30,119,577,5,average,0,truck,28.5,77.15
2016-11-21 14:57:31,111,577,6,high,0,car,28.5,77.15
2016-11-21 15:31:28,98,577,3,low,0,truck,28.5,77.15
2016-11-21 15:57:30,93,577,3,average,0,car,28.5,77.15
2016-11-21 16:31:30,83,577,3,average,0,car,28.5,77.15
2016-11-22 07:57:33,24,577,2,average,0,bike,28.5,77.15
2016-11-22 08:31:33,32,577,3,low,0,car,28.5,77.15
2016-11-22 09:04:34,45,577,2,low,0,truck,28.5,77.15
2016-11-22 09:31:35,66,577,2,low,0,car,28.5,77.15
2016-11-22 10:04:34,116,577,3,low,0,car,28.5,77.15
2016-11-22 10:31:37,154,577,4,average,0,car,28.5,77.15
2016-11-22 11:04:34,188,577,6,average,0,bike,28.5,77.15
2016-11-22 11:31:35,209,577,7,average,0,car,28.5,77.15
2016-11-22 12:04:36,228,577,11,high,0,car,28.5,77.15
2016-11-22 12:31:37,232,577,10,high,0,car,28.5,77.15
2016-11-22 12:57:35,234,577,10,high,0,car,28.5,77.15
2016-11-22 13:31:38,234,577,9,high,0,car,28.5,77.15
2016-11-22 13:57:38,227,577,6,average,0,cycle,28.5,77.15
2016-11-22 14:31:37,205,577,5,average,0,car,28.5,77.15
2016-11-22 14:57:38,175,577,5,average,0,bike,28.5,77.15
2016-11-22 15:31:37,160,577,2,low,0,car,28.5,77.15
2016-11-22 15:57:37,137,577,4,average,0,car,28.5,77.15
2016-11-22 16:30:38,122,577,3,low,0,car,28.5,77.15
2016-11-23 08:04:40,28,577,1,low,0,car,28.5,77.15
2016-11-23 08:30:41,29,577,1,low,0,car,28.5,77.15
2016-11-23 08:57:42,34,577,2,low,0,bike,28.5,77.15
2016-11-23 09:31:23,47,577,2,low,0,car,28.5,77.15
2016-11-23 10:04:40,72,577,3,low,0,bike,28.5,77.15
2016-11-23 10:31:36,100,577,5,average,0,car,28.5,77.15
2016-11-23 11:04:42,128,577,6,average,0,bike,28.5,77.15
2016-11-23 11:31:44,152,577,6,average,0,bike,28.5,77.15
2016-11-23 11:57:41,166,577,5,average,0,car,28.5,77.15
2016-11-23 12:31:44,177,577,6,average,0,cycle,28.5,77.15
2016-11-23 13:04:45,187,577,6,average,0,car,28.5,77.15
2016-11-23 13:31:41,181,577,9,high,0,car,28.5,77.15
2016-11-23 13:57:41,177,577,6,average,0,cycle,28.5,77.15
2016-11-23 14:30:43,150,577,5,average,0,car,28.5,77.15
2016-11-23 15:04:43,126,577,3,low,0,cycle,28.5,77.15
2016-11-23 15:31:42,119,577,3,low,0,bike,28.5,77.15
2016-11-23 16:04:46,102,577,4,average,0,car,28.5,77.15
2016-11-23 16:30:42,92,577,2,low,0,cycle,28.5,77.15
2016-11-24 08:00:47,32,577,1,low,0,car,28.5,77.15
2016-11-24 08:27:47,34,577,2,low,0,cycle,28.5,77.15
2016-11-24 09:00:48,52,577,3,average,0,bike,28.5,77.15
2016-11-24 09:34:49,81,577,3,low,0,car,28.5,77.15
2016-11-24 10:01:47,110,577,4,low,0,car,28.5,77.15
2016-11-24 10:27:47,131,577,3,low,0,bike,28.5,77.15
2016-11-24 11:00:49,167,577,6,average,0,car,28.5,77.15
2016-11-24 11:27:51,187,577,7,average,0,bike,28.5,77.15
2016-11-24 12:00:50,200,577,7,average,0,car,28.5,77.15
2016-11-24 12:30:48,211,577,10,high,0,car,28.5,77.15
2016-11-24 13:04:50,230,577,9,high,0,car,28.5,77.15
2016-11-24 13:30:51,219,577,9,high,0,car,28.5,77.15
2016-11-24 13:57:51,214,577,7,average,0,car,28.5,77.15
2016-11-24 14:30:52,194,577,5,average,0,truck,28.5,77.15
2016-11-24 14:57:51,176,577,5,average,0,car,28.5,77.15
2016-11-24 15:31:49,157,577,3,low,0,truck,28.5,77.15
2016-11-24 15:57:49,147,577,3,low,0,cycle,28.5,77.15
2016-11-24 16:31:53,134,577,2,low,0,car,28.5,77.15
2016-11-25 08:00:57,44,577,2,low,0,car,28.5,77.15
2016-11-25 08:00:57,44,577,2,average,0,car,28.5,77.15
2016-11-25 09:00:56,60,577,2,low,0,car,28.5,77.15
2016-11-25 09:27:55,106,577,3,low,0,car,28.5,77.15
2016-11-25 10:00:56,222,577,4,low,0,cycle,28.5,77.15
2016-11-25 10:27:56,283,577,4,low,0,bike,28.5,77.15
2016-11-25 11:00:55,331,577,6,average,0,car,28.5,77.15
2016-11-25 11:27:55,370,577,7,average,0,car,28.5,77.15
2016-11-25 12:00:56,380,577,11,high,0,truck,28.5,77.15
2016-11-25 12:34:55,390,577,12,high,0,car,28.5,77.15
2016-11-25 13:00:58,386,577,10,high,0,truck,28.5,77.15
2016-11-25 13:27:56,384,577,10,high,0,car,28.5,77.15
2016-11-25 14:00:58,357,577,8,high,0,bike,28.5,77.15
2016-11-25 14:34:59,355,577,6,average,0,bike,28.5,77.15
2016-11-25 15:00:56,341,577,3,low,0,car,28.5,77.15
2016-11-25 15:27:59,333,577,4,average,0,car,28.5,77.15
2016-11-25 16:00:59,264,577,3,average,0,cycle,28.5,77.15
2016-11-25 16:27:58,248,577,3,low,0,car,28.5,77.15
2016-11-26 08:01:01,39,577,1,low,0,truck,28.5,77.15
2016-11-26 08:28:01,41,577,2,low,0,car,28.5,77.15
2016-11-26 09:01:01,59,577,3,low,0,car,28.5,77.15
2016-11-26 09:35:02,111,577,2,low,0,car,28.5,77.15
2016-11-26 10:01:04,160,577,4,low,0,bike,28.5,77.15
2016-11-26 10:35:03,195,577,5,average,0,car,28.5,77.15
2016-11-26 11:01:03,247,577,7,average,0,car,28.5,77.15
2016-11-26 11:28:02,298,577,6,average,0,cycle,28.5,77.15
2016-11-26 12:01:04,368,577,11,high,0,car,28.5,77.15
2016-11-26 12:28:02,428,577,11,high,0,car,28.5,77.15
2016-11-26 13:01:03,489,577,11,high,0,car,28.5,77.15
2016-11-26 13:28:04,508,577,10,high,0,car,28.5,77.15
2016-11-26 14:01:02,551,577,8,high,0,bike,28.5,77.15
2016-11-26 14:41:04,573,577,7,average,0,car,28.5,77.15
2016-11-26 15:01:02,567,577,3,low,0,car,28.5,77.15
2016-11-26 15:28:04,551,577,3,low,0,car,28.5,77.15
2016-11-26 16:01:04,543,577,3,low,0,bike,28.5,77.15
2016-11-26 16:28:05,501,577,3,average,0,car,28.5,77.15
2016-11-27 08:02:24,22,577,1,low,1,car,28.5,77.15
2016-11-27 08:32:19,22,577,2,low,1,bike,28.5,77.15
2016-11-27 09:02:19,23,577,3,low,1,bike,28.5,77.15
2016-11-27 09:32:21,24,577,2,low,1,car,28.5,77.15
2016-11-27 10:01:19,35,577,3,low,1,car,28.5,77.15
2016-11-27 10:32:24,65,577,6,average,1,car,28.5,77.15
2016-11-27 11:01:24,98,577,8,average,1,car,28.5,77.15
2016-11-27 11:31:20,147,577,8,average,1,car,28.5,77.15
2016-11-27 12:01:25,177,577,14,high,1,car,28.5,77.15
2016-11-27 12:32:25,223,577,9,average,1,bike,28.5,77.15
2016-11-27 13:08:25,259,577,12,high,1,car,28.5,77.15
2016-11-27 13:32:24,291,577,13,high,1,bike,28.5,77.15
2016-11-27 14:02:23,304,577,7,average,1,car,28.5,77.15
2016-11-27 14:31:20,300,577,11,high,1,cycle,28.5,77.15
2016-11-27 15:01:22,292,577,4,low,1,bike,28.5,77.15
2016-11-27 15:32:23,283,577,5,low,1,car,28.5,77.15
2016-11-27 16:01:23,240,577,3,low,1,bike,28.5,77.15
2016-11-27 16:32:24,199,577,4,low,1,car,28.5,77.15
2016-11-28 08:01:27,20,577,1,low,0,cycle,28.5,77.15
2016-11-28 08:32:24,28,577,2,low,0,car,28.5,77.15
2016-11-28 09:02:28,33,577,2,low,0,car,28.5,77.15
2016-11-28 09:28:24,51,577,2,low,0,cycle,28.5,77.15
2016-11-28 10:01:29,82,577,3,low,0,bike,28.5,77.15
2016-11-28 10:32:29,112,577,5,average,0,car,28.5,77.15
2016-11-28 11:01:30,147,577,6,average,0,car,28.5,77.15
2016-11-28 11:32:28,187,577,7,average,0,car,28.5,77.15
2016-11-28 12:01:27,205,577,10,high,0,car,28.5,77.15
2016-11-28 12:28:29,217,577,10,high,0,car,28.5,77.15
2016-11-28 13:02:26,224,577,9,high,0,cycle,28.5,77.15
2016-11-28 13:31:29,224,577,10,high,0,car,28.5,77.15
2016-11-28 14:02:29,209,577,5,average,0,truck,28.5,77.15
2016-11-28 14:32:29,199,577,6,average,0,car,28.5,77.15
2016-11-28 15:02:29,171,577,3,low,0,car,28.5,77.15
2016-11-28 15:41:28,150,577,2,low,0,car,28.5,77.15
2016-11-28 16:02:30,131,577,2,low,0,car,28.5,77.15
2016-11-28 16:28:27,133,577,2,low,0,car,28.5,77.15
2016-11-29 07:55:29,20,577,2,low,0,car,28.5,77.15
2016-11-29 08:28:33,24,577,1,low,0,truck,28.5,77.15
2016-11-29 09:02:35,38,577,2,low,0,bike,28.5,77.15
2016-11-29 09:28:32,53,577,1,low,0,cycle,28.5,77.15
2016-11-29 10:01:30,90,577,4,average,0,car,28.5,77.15
2016-11-29 10:28:34,132,577,3,average,0,car,28.5,77.15
2016-11-29 11:01:36,165,577,5,average,0,bike,28.5,77.15
2016-11-29 11:28:34,188,577,6,average,0,bike,28.5,77.15
2016-11-29 11:55:30,192,577,7,average,0,cycle,28.5,77.15
2016-11-29 12:28:36,206,577,10,high,0,bike,28.5,77.15
2016-11-29 13:02:35,208,577,8,high,0,car,28.5,77.15
2016-11-29 13:28:30,206,577,9,high,0,car,28.5,77.15
2016-11-29 14:01:32,180,577,5,average,0,car,28.5,77.15
2016-11-29 14:28:36,169,577,4,average,0,car,28.5,77.15
2016-11-29 14:55:34,152,577,5,average,0,cycle,28.5,77.15
2016-11-29 15:28:35,138,577,3,low,0,bike,28.5,77.15
2016-11-29 16:02:35,128,577,2,low,0,car,28.5,77.15
2016-11-29 16:28:34,114,577,2,low,0,truck,28.5,77.15
2016-11-30 08:02:35,17,577,1,low,0,car,28.5,77.15
2016-11-30 08:28:35,24,577,0,low,0,cycle,28.5,77.15
2016-11-30 09:01:35,35,577,2,low,0,car,28.5,77.15
2016-11-30 09:28:40,49,577,2,average,0,car,28.5,77.15
2016-11-30 10:01:40,81,577,3,low,0,car,28.5,77.15
2016-11-30 10:28:38,107,577,4,average,0,car,28.5,77.15
2016-11-30 10:55:36,134,577,7,high,0,car,28.5,77.15
2016-11-30 11:28:40,159,577,6,average,0,car,28.5,77.15
2016-11-30 12:01:36,182,577,9,high,0,cycle,28.5,77.15
2016-11-30 12:28:37,189,577,10,high,0,bike,28.5,77.15
2016-11-30 13:01:39,204,577,9,high,0,bike,28.5,77.15
2016-11-30 13:28:41,201,577,9,high,0,car,28.5,77.15
2016-11-30 14:01:36,196,577,5,average,0,car,28.5,77.15
2016-11-30 14:28:40,181,577,4,average,0,car,28.5,77.15
2016-11-30 15:01:39,154,577,3,low,0,cycle,28.5,77.15
2016-11-30 15:28:40,132,577,3,low,0,truck,28.5,77.15
2016-11-30 16:01:39,114,577,3,low,0,truck,28.5,77.15
2016-11-30 16:28:40,106,577,2,low,0,car,28.5,77.15
2016-12-01 08:05:40,22,577,2,average,0,truck,28.5,77.15
2016-12-01 08:25:46,22,577,1,low,0,car,28.5,77.15
2016-12-01 08:58:41,31,577,3,average,0,truck,28.5,77.15
2016-12-01 09:25:44,47,577,2,low,0,cycle,28.5,77.15
2016-12-01 09:58:41,94,577,3,low,0,car,28.5,77.15
2016-12-01 10:25:43,127,577,3,low,0,bike,28.5,77.15
2016-12-01 10:58:45,153,577,5,average,0,bike,28.5,77.15
2016-12-01 11:32:41,174,577,6,average,0,bike,28.5,77.15
2016-12-01 11:58:45,196,577,6,average,0,car,28.5,77.15
2016-12-01 12:25:45,191,577,9,high,0,car,28.5,77.15
2016-12-01 12:58:47,207,577,10,high,0,car,28.5,77.15
2016-12-01 13:25:45,203,577,6,average,0,bike,28.5,77.15
2016-12-01 13:58:48,190,577,6,average,0,car,28.5,77.15
2016-12-01 14:25:46,173,577,4,average,0,car,28.5,77.15
2016-12-01 14:58:46,168,577,5,average,0,car,28.5,77.15
2016-12-01 15:25:42,153,577,4,low,0,car,28.5,77.15
2016-12-01 15:58:47,123,577,4,average,0,bike,28.5,77.15
2016-12-01 16:25:44,108,577,2,low,0,car,28.5,77.15
2016-12-02 07:55:49,18,577,1,low,0,truck,28.5,77.15
2016-12-02 08:28:48,24,577,2,average,0,bike,28.5,77.15
2016-12-02 09:01:49,40,577,2,low,0,car,28.5,77.15
2016-12-02 09:28:50,58,577,2,low,0,car,28.5,77.15
2016-12-02 10:02:52,91,577,3,low,0,car,28.5,77.15
2016-12-02 10:28:53,122,577,3,low,0,cycle,28.5,77.15
2016-12-02 11:01:53,155,577,6,average,0,bike,28.5,77.15
2016-12-02 11:28:49,181,577,6,average,0,cycle,28.5,77.15
2016-12-02 12:01:51,197,577,9,high,0,car,28.5,77.15
2016-12-02 12:28:52,196,577,10,high,0,car,28.5,77.15
2016-12-02 12:58:51,200,577,9,high,0,bike,28.5,77.15
2016-12-02 13:25:52,203,577,8,high,0,truck,28.5,77.15
2016-12-02 13:58:53,196,577,6,average,0,car,28.5,77.15
2016-12-02 14:25:50,186,577,5,average,0,bike,28.5,77.15
2016-12-02 14:58:50,175,577,5,average,0,car,28.5,77.15
2016-12-02 15:31:52,149,577,3,low,0,car,28.5,77.15
2016-12-02 15:58:52,131,577,3,low,0,cycle,28.5,77.15
2016-12-02 16:32:54,105,577,2,low,0,bike,28.5,77.15
2016-12-05 08:02:03,11,577,1,low,0,car,28.5,77.15
2016-12-05 08:29:08,14,577,2,low,0,car,28.5,77.15
2016-12-05 09:02:08,26,577,2,low,0,car,28.5,77.15
2016-12-05 09:29:08,39,577,1,low,0,car,28.5,77.15
2016-12-05 10:03:04,63,577,4,low,0,cycle,28.5,77.15
2016-12-05 10:29:08,87,577,4,low,0,bike,28.5,77.15
2016-12-05 11:02:06,113,577,5,average,0,car,28.5,77.15
2016-12-05 11:29:09,126,577,6,average,0,bike,28.5,77.15
2016-12-05 11:56:10,148,577,6,average,0,cycle,28.5,77.15
2016-12-05 12:29:10,161,577,7,average,0,car,28.5,77.15
2016-12-05 13:02:08,172,577,8,high,0,truck,28.5,77.15
2016-12-05 13:29:09,177,577,8,high,0,car,28.5,77.15
2016-12-05 14:02:11,170,577,5,average,0,car,28.5,77.15
2016-12-05 14:29:08,165,577,5,average,0,bike,28.5,77.15
2016-12-05 15:02:10,149,577,3,low,0,truck,28.5,77.15
2016-12-05 15:29:11,142,577,3,low,0,bike,28.5,77.15
2016-12-05 16:02:11,106,577,2,low,0,truck,28.5,77.15
2016-12-05 16:29:05,95,577,1,low,0,truck,28.5,77.15
2016-12-06 07:56:10,11,577,1,low,0,car,28.5,77.15
2016-12-06 08:29:11,11,577,0,low,0,truck,28.5,77.15
2016-12-06 08:56:10,22,577,1,low,0,car,28.5,77.15
2016-12-06 09:29:14,39,577,1,low,0,bike,28.5,77.15
2016-12-06 10:02:12,83,577,3,average,0,car,28.5,77.15
2016-12-06 10:29:11,120,577,4,low,0,car,28.5,77.15
2016-12-06 11:02:16,194,577,9,high,0,cycle,28.5,77.15
2016-12-06 11:29:14,220,577,6,average,0,car,28.5,77.15
2016-12-06 11:56:16,226,577,6,average,0,truck,28.5,77.15
2016-12-06 12:29:11,240,577,10,high,0,bike,28.5,77.15
2016-12-06 12:56:16,238,577,10,high,0,car,28.5,77.15
2016-12-06 13:29:16,229,577,8,high,0,truck,28.5,77.15
2016-12-06 14:02:16,208,577,5,average,0,truck,28.5,77.15
2016-12-06 14:29:14,199,577,5,average,0,truck,28.5,77.15
2016-12-06 15:02:17,178,577,3,average,0,car,28.5,77.15
2016-12-06 15:29:17,150,577,3,low,0,truck,28.5,77.15
2016-12-06 16:02:16,128,577,3,low,0,car,28.5,77.15
2016-12-06 16:29:16,111,577,2,low,0,bike,28.5,77.15
2016-12-07 07:59:16,11,577,1,low,0,car,28.5,77.15
2016-12-07 08:26:20,15,577,1,low,0,car,28.5,77.15
2016-12-07 08:55:20,20,577,1,low,0,bike,28.5,77.15
2016-12-07 09:26:22,34,577,3,average,0,car,28.5,77.15
2016-12-07 09:59:20,68,577,2,low,0,car,28.5,77.15
2016-12-07 10:26:21,97,577,4,low,0,bike,28.5,77.15
2016-12-07 10:59:20,136,577,5,average,0,car,28.5,77.15
2016-12-07 11:25:22,150,577,8,high,0,car,28.5,77.15
2016-12-07 11:59:20,177,577,6,average,0,car,28.5,77.15
2016-12-07 12:26:21,172,577,9,high,0,cycle,28.5,77.15
2016-12-07 12:59:22,178,577,9,high,0,cycle,28.5,77.15
2016-12-07 13:26:23,183,577,9,high,0,car,28.5,77.15
2016-12-07 13:59:22,174,577,6,average,0,truck,28.5,77.15
2016-12-07 14:26:23,157,577,5,average,0,bike,28.5,77.15
2016-12-07 14:59:22,137,577,5,average,0,car,28.5,77.15
2016-12-07 15:32:22,125,577,3,low,0,bike,28.5,77.15
2016-12-07 15:59:23,115,577,3,low,0,car,28.5,77.15
2016-12-07 16:32:23,103,577,1,low,0,car,28.5,77.15
2016-12-08 07:59:25,14,577,1,low,0,car,28.5,77.15
2016-12-08 08:26:27,17,577,1,low,0,cycle,28.5,77.15
2016-12-08 08:59:24,26,577,2,low,0,car,28.5,77.15
2016-12-08 09:26:27,44,577,1,low,0,cycle,28.5,77.15
2016-12-08 09:59:28,82,577,3,low,0,car,28.5,77.15
2016-12-08 10:32:22,124,577,4,average,0,car,28.5,77.15
2016-12-08 10:59:25,159,577,7,high,0,bike,28.5,77.15
2016-12-08 11:32:28,186,577,6,average,0,bike,28.5,77.15
2016-12-08 11:59:28,209,577,7,average,0,car,28.5,77.15
2016-12-08 12:25:24,219,577,9,high,0,truck,28.5,77.15
2016-12-08 12:59:24,223,577,10,high,0,truck,28.5,77.15
2016-12-08 13:25:28,216,577,10,high,0,cycle,28.5,77.15
2016-12-08 13:59:28,215,577,6,average,0,car,28.5,77.15
2016-12-08 14:26:29,196,577,5,average,0,car,28.5,77.15
2016-12-08 14:59:29,169,577,5,average,0,car,28.5,77.15
2016-12-08 15:26:23,148,577,3,low,0,car,28.5,77.15
2016-12-08 15:59:27,138,577,3,low,0,truck,28.5,77.15
2016-12-08 16:32:27,105,577,2,low,0,truck,28.5,77.15
2016-12-09 08:02:30,12,577,2,low,0,car,28.5,77.15
2016-12-09 08:29:28,19,577,2,average,0,car,28.5,77.15
2016-12-09 08:55:33,27,577,2,average,0,car,28.5,77.15
2016-12-09 09:29:31,58,577,3,low,0,bike,28.5,77.15
2016-12-09 09:55:30,89,577,3,low,0,car,28.5,77.15
2016-12-09 10:29:29,133,577,4,low,0,car,28.5,77.15
2016-12-09 10:56:33,161,577,5,average,0,car,28.5,77.15
2016-12-09 11:29:33,190,577,6,average,0,bike,28.5,77.15
2016-12-09 11:56:32,205,577,7,average,0,bike,28.5,77.15
2016-12-09 12:29:31,203,577,9,high,0,truck,28.5,77.15
2016-12-09 13:02:32,210,577,9,high,0,bike,28.5,77.15
2016-12-09 13:29:31,209,577,9,high,0,car,28.5,77.15
2016-12-09 14:02:34,217,577,5,average,0,bike,28.5,77.15
2016-12-09 14:29:33,217,577,5,average,0,cycle,28.5,77.15
2016-12-09 14:56:31,200,577,5,average,0,cycle,28.5,77.15
2016-12-09 15:29:34,162,577,4,average,0,bike,28.5,77.15
2016-12-09 16:02:32,157,577,3,low,0,car,28.5,77.15
2016-12-09 16:29:30,136,577,2,low,0,bike,28.5,77.15
2016-12-10 07:59:34,7,577,1,average,0,truck,28.5,77.15
2016-12-10 08:29:33,14,577,2,average,0,car,28.5,77.15
2016-12-10 09:02:35,45,577,3,low,0,car,28.5,77.15
2016-12-10 09:29:38,84,577,2,low,0,car,28.5,77.15
2016-12-10 09:55:38,124,577,3,low,0,car,28.5,77.15
2016-12-10 10:29:38,165,577,4,low,0,car,28.5,77.15
2016-12-10 11:02:39,201,577,6,average,0,bike,28.5,77.15
2016-12-10 11:29:39,244,577,7,average,0,car,28.5,77.15
2016-12-10 12:02:38,294,577,10,high,0,car,28.5,77.15
2016-12-10 12:29:40,344,577,11,high,0,truck,28.5,77.15
2016-12-10 12:55:40,383,577,11,high,0,car,28.5,77.15
2016-12-10 13:29:39,408,577,10,high,0,car,28.5,77.15
2016-12-10 13:56:35,455,577,7,average,0,car,28.5,77.15
2016-12-10 14:25:37,467,577,5,average,0,car,28.5,77.15
2016-12-10 15:02:39,476,577,4,low,0,car,28.5,77.15
2016-12-10 15:25:39,458,577,3,low,0,bike,28.5,77.15
2016-12-10 15:59:39,453,577,3,low,0,car,28.5,77.15
2016-12-10 16:25:40,420,577,3,average,0,bike,28.5,77.15
2016-12-11 08:02:39,3,577,0,low,1,car,28.5,77.15
2016-12-11 08:25:43,2,577,0,low,1,car,28.5,77.15
2016-12-11 08:59:45,3,577,2,low,1,bike,28.5,77.15
2016-12-11 09:26:44,5,577,2,low,1,cycle,28.5,77.15
2016-12-11 09:59:44,11,577,2,low,1,cycle,28.5,77.15
2016-12-11 10:25:42,35,577,5,low,1,truck,28.5,77.15
2016-12-11 10:59:45,82,577,6,average,1,car,28.5,77.15
2016-12-11 11:26:10,117,577,8,average,1,car,28.5,77.15
2016-12-11 11:59:45,162,577,7,average,1,car,28.5,77.15
2016-12-11 12:32:41,204,577,15,high,1,car,28.5,77.15
2016-12-11 13:05:46,257,577,12,high,1,car,28.5,77.15
2016-12-11 13:26:45,288,577,9,average,1,car,28.5,77.15
2016-12-11 13:59:44,314,577,10,average,1,car,28.5,77.15
2016-12-11 14:32:44,324,577,9,average,1,car,28.5,77.15
2016-12-11 14:59:43,325,577,8,average,1,bike,28.5,77.15
2016-12-11 15:25:45,324,577,5,low,1,car,28.5,77.15
2016-12-11 15:59:46,285,577,5,low,1,car,28.5,77.15
2016-12-11 16:25:46,255,577,4,low,1,bike,28.5,77.15
2016-12-12 08:02:45,7,577,1,low,0,car,28.5,77.15
2016-12-12 08:29:50,11,577,1,low,0,cycle,28.5,77.15
2016-12-12 09:02:45,23,577,2,low,0,bike,28.5,77.15
2016-12-12 09:29:48,40,577,2,low,0,car,28.5,77.15
2016-12-12 10:02:49,75,577,3,low,0,cycle,28.5,77.15
2016-12-12 10:29:50,99,577,3,low,0,car,28.5,77.15
2016-12-12 11:02:50,142,577,5,average,0,car,28.5,77.15
2016-12-12 11:29:51,157,577,6,average,0,cycle,28.5,77.15
2016-12-12 11:55:49,157,577,6,average,0,truck,28.5,77.15
2016-12-12 12:29:50,167,577,9,high,0,bike,28.5,77.15
2016-12-12 12:56:46,181,577,10,high,0,car,28.5,77.15
2016-12-12 13:29:50,189,577,9,high,0,car,28.5,77.15
2016-12-12 14:02:50,184,577,7,high,0,bike,28.5,77.15
2016-12-12 14:29:49,165,577,4,average,0,cycle,28.5,77.15
2016-12-12 14:55:51,159,577,4,average,0,car,28.5,77.15
2016-12-12 15:29:47,131,577,3,low,0,truck,28.5,77.15
2016-12-12 15:56:51,115,577,2,low,0,bike,28.5,77.15
2016-12-12 16:29:51,95,577,2,low,0,car,28.5,77.15
2016-12-13 08:02:51,14,577,1,low,0,car,28.5,77.15
2016-12-13 08:29:53,20,577,1,low,0,car,28.5,77.15
2016-12-13 09:02:55,33,577,2,low,0,car,28.5,77.15
2016-12-13 09:29:54,59,577,2,low,0,car,28.5,77.15
2016-12-13 09:55:56,91,577,2,low,0,car,28.5,77.15
2016-12-13 10:29:54,132,577,5,average,0,car,28.5,77.15
2016-12-13 11:02:54,175,577,5,average,0,car,28.5,77.15
2016-12-13 11:29:55,185,577,6,average,0,bike,28.5,77.15
2016-12-13 12:02:55,209,577,10,high,0,car,28.5,77.15
2016-12-13 12:29:55,216,577,10,high,0,truck,28.5,77.15
2016-12-13 13:02:55,227,577,9,high,0,car,28.5,77.15
2016-12-13 13:55:56,210,577,7,average,0,truck,28.5,77.15
2016-12-13 14:29:57,181,577,5,average,0,car,28.5,77.15
2016-12-13 14:56:52,159,577,4,average,0,car,28.5,77.15
2016-12-13 15:28:52,129,577,3,low,0,car,28.5,77.15
2016-12-13 16:02:56,103,577,2,low,0,car,28.5,77.15
2016-12-13 16:29:56,88,577,2,low,0,cycle,28.5,77.15
2016-12-14 08:03:01,14,577,1,average,0,car,28.5,77.15
2016-12-14 08:43:00,18,577,1,low,0,car,28.5,77.15
2016-12-14 09:03:01,22,577,1,low,0,bike,28.5,77.15
2016-12-14 09:29:57,42,577,1,low,0,car,28.5,77.15
2016-12-14 10:02:59,80,577,5,average,0,car,28.5,77.15
2016-12-14 10:30:01,103,577,4,average,0,truck,28.5,77.15
2016-12-14 11:30:01,149,577,6,average,0,cycle,28.5,77.15
2016-12-14 12:02:58,170,577,9,high,0,bike,28.5,77.15
2016-12-14 12:30:00,177,577,10,high,0,car,28.5,77.15
2016-12-14 13:03:02,200,577,9,high,0,bike,28.5,77.15
2016-12-14 13:29:57,206,577,9,high,0,car,28.5,77.15
2016-12-14 14:03:00,198,577,7,high,0,car,28.5,77.15
2016-12-14 14:30:01,173,577,5,average,0,bike,28.5,77.15
2016-12-14 14:56:03,161,577,4,average,0,car,28.5,77.15
2016-12-14 15:30:00,142,577,4,low,0,car,28.5,77.15
2016-12-14 15:56:02,145,577,2,low,0,car,28.5,77.15
2016-12-14 16:30:00,134,577,3,average,0,truck,28.5,77.15
2016-12-15 07:57:02,14,577,1,low,0,car,28.5,77.15
2016-12-15 08:30:06,19,577,1,low,0,car,28.5,77.15
2016-12-15 09:03:06,31,577,2,low,0,car,28.5,77.15
2016-12-15 09:30:04,63,577,2,low,0,car,28.5,77.15
2016-12-15 09:57:02,100,577,3,low,0,truck,28.5,77.15
2016-12-15 10:30:07,137,577,4,average,0,car,28.5,77.15
2016-12-15 11:03:05,169,577,6,average,0,car,28.5,77.15
2016-12-15 11:26:03,185,577,10,high,0,car,28.5,77.15
2016-12-15 12:00:02,215,577,10,high,0,bike,28.5,77.15
2016-12-15 12:26:03,228,577,6,average,0,car,28.5,77.15
2016-12-15 13:00:07,219,577,9,high,0,bike,28.5,77.15
2016-12-15 13:26:08,207,577,10,high,0,car,28.5,77.15
2016-12-15 14:00:06,203,577,5,average,0,car,28.5,77.15
2016-12-15 14:26:06,183,577,6,average,0,truck,28.5,77.15
2016-12-15 15:00:07,164,577,4,low,0,car,28.5,77.15
2016-12-15 15:26:03,148,577,2,low,0,car,28.5,77.15
2016-12-15 16:03:03,140,577,2,low,0,car,28.5,77.15
2016-12-15 16:30:07,130,577,3,low,0,car,28.5,77.15
2016-12-16 07:59:09,11,577,1,low,0,truck,28.5,77.15
2016-12-16 08:30:12,19,577,1,low,0,car,28.5,77.15
2016-12-16 09:03:07,35,577,2,low,0,car,28.5,77.15
2016-12-16 09:30:12,68,577,2,low,0,bike,28.5,77.15
2016-12-16 10:03:09,104,577,3,low,0,car,28.5,77.15
